SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
100004,0,1,,,0,0,,0,0,135000€
100006,0,0,,,0,0,,0,0,297000€
100012,0,0,,,0,0,,0,0,405000€
100014,0,0,,,0,0,,0,0,652500€
100015,0,1,,,0,0,,0,0,135000€
100017,0,0,0.7348,0.0582,0,0,0.1223,0,0,697500€
100018,0,0,0.9796,0.1143,0,0,0.2899,0,0,679500€
100019,0,0,,,0,1,,0,0,247500€
100030,0,1,0.7008,0.001,0,0,0.0599,0,0,225000€
100032,0,0,,,1,0,,0,0,270000€
100034,0,0,0.7688,0.0188,0,0,0.1231,0,0,180000€
100035,0,0,,,0,0,,0,0,477000€
100040,0,0,0.6736,0.0056,0,0,0.0684,0,0,1125000€
100043,0,1,,,0,0,,0,0,553500€
100045,0,1,,,0,0,,0,0,225000€
100048,0,1,,,1,0,,0,0,540000€
100049,0,1,,,0,0,,0,0,238500€
100051,0,0,,,1,0,,0,0,598500€
100055,0,1,,,0,0,,0,0,1350000€
100058,0,0,,,0,0,,0,0,135000€
100059,0,1,0.7416,,0,0,,0,0,675000€
100060,0,0,,,0,0,,0,0,454500€
100062,0,1,0.7892,,0,0,,0,0,675000€
100063,0,1,0.728,0.0385,0,0,0.0975,0,0,666000€
100069,0,0,,,1,0,,0,0,517500€
100071,0,0,0.7824,0.0096,0,0,0.071,0,0,1588500€
100078,0,0,,,0,0,,0,0,1035000€
100086,0,0,,,0,0,,0,0,675000€
100088,0,0,,,0,0,,0,0,135000€
100098,0,0,,,0,0,,0,0,270000€
100100,0,0,,,1,0,,0,0,643500€
100103,0,0,,,0,0,,0,0,450000€
100104,0,1,,,0,0,,0,0,472500€
100105,0,1,,,0,0,,0,0,225000€
100112,0,0,,,1,0,,0,0,900000€
100113,0,0,,,0,0,,0,0,135000€
100114,0,0,,,0,1,,0,0,225000€
100119,0,0,,,0,0,,0,0,180000€
100120,0,0,,,1,0,,0,0,675000€
100121,0,1,,,0,0,,0,0,679500€
100122,0,1,0.9864,0.1221,0,0,0.2608,0,0,675000€
100126,0,0,,,1,0,,0,0,180000€
100133,0,0,,,1,0,,0,0,270000€
100134,0,0,,,0,0,,0,0,180000€
100138,0,0,,,0,0,,0,0,688500€
100139,0,0,0.8164,0.028,0,1,0.0744,0,0,261000€
100143,0,0,,,0,0,,0,0,270000€
100148,0,0,,,0,0,,0,0,675000€
100153,0,0,,,0,0,,0,0,967500€
100156,0,0,0.5648,0.0044,0,0,0.0205,0,0,945000€
100157,0,0,,,0,0,,0,0,1755000€
100159,0,1,,,0,0,,0,0,1354500€
100161,0,0,,,1,0,,0,0,306000€
100167,0,1,,,1,0,,0,0,427500€
100175,0,0,,,0,0,,0,0,1080000€
100176,0,1,0.9456,0.018000000000000002,0,0,0.0564,0,0,900000€
100178,0,1,,,0,0,,0,0,679500€
100182,0,0,0.6532,0.0086,0,0,0.0547,0,0,135000€
100186,0,1,,,0,0,,0,0,225000€
100188,0,0,,,1,0,,0,0,1125000€
100192,0,0,,,1,0,,0,0,225000€
100194,0,1,0.6464,0.008,0,0,0.0624,0,0,315000€
100197,0,0,,,0,0,,0,0,450000€
100198,0,0,0.7008,0.0078,0,0,0.0599,0,0,531000€
100200,0,1,,,0,0,,0,0,450000€
100205,0,0,0.8028,0.2698,0,0,0.1154,0,0,675000€
