SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
363861,0,1,0.83,0.1197,0,0,0.289,0,0,1129500€
363863,0,0,,,0,1,,0,0,225000€
363865,0,0,,,0,0,,0,0,810000€
363866,0,1,,,1,0,,0,0,675000€
363868,0,1,0.7484,0.237,0,0,0.401,0,0,463500€
363873,0,0,0.7416,0.0133,0,0,0.0684,0,0,225000€
363879,0,1,0.8708,0.1363,0,0,0.1873,0,0,675000€
363886,0,0,,,1,0,,0,0,472500€
363890,0,0,,,0,0,,0,0,1125000€
363906,0,0,,,0,0,,0,0,238500€
363908,0,0,,,0,0,,0,0,324000€
363909,0,0,,,0,0,,0,0,256500€
363911,0,0,,,1,1,,0,0,1575000€
363912,0,0,,,1,0,,0,0,675000€
363915,0,0,,,0,0,,0,0,225000€
363917,0,0,,,0,0,,0,0,526500€
363918,0,0,0.7484,0.008,0,0,,0,0,225000€
363919,0,1,,,1,0,,0,0,225000€
363922,0,0,0.6328,0.0,0,0,0.059,0,0,1354500€
363927,0,0,,,0,0,,0,0,450000€
363931,0,0,0.8096,0.001,1,1,0.0171,0,0,225000€
363936,0,0,0.762,,0,0,0.0513,0,0,270000€
363937,0,0,,,1,0,,0,0,450000€
363946,0,0,,,0,0,,0,0,315000€
363947,0,0,,,0,0,,0,0,382500€
363952,0,0,0.8232,0.0582,0,0,0.1206,0,0,229500€
363953,0,0,,,0,0,,0,0,576000€
363959,0,0,0.7552,0.0156,0,0,0.1069,0,0,247500€
363963,0,0,0.8096,0.0185,0,0,0.0684,0,0,450000€
363965,0,1,,,0,0,,0,0,112500€
363968,0,1,,,0,0,,0,0,400500€
363969,0,0,,,0,0,,0,0,900000€
363970,0,0,,,0,0,0.1847,0,0,450000€
363975,0,0,,,0,0,,0,0,900000€
363978,0,0,0.7076,0.0194,0,0,0.13,0,0,450000€
363986,0,0,,,0,1,,0,0,454500€
363994,0,0,,,0,0,,0,0,900000€
363998,0,1,,,0,0,,0,0,135000€
363999,0,0,0.8096,0.008,0,0,0.0513,0,0,886500€
364007,0,0,,,0,0,,0,0,688500€
364011,0,1,0.932,,0,0,0.0504,0,0,225000€
364012,0,1,,,0,0,,0,0,450000€
364015,0,0,,,0,0,,0,0,1557000€
364018,0,1,0.8164,0.0372,0,0,0.1197,0,0,337500€
364026,0,0,,,0,1,,0,0,900000€
364029,0,0,,,0,0,,0,0,477000€
364030,0,0,,,1,0,,0,0,1125000€
364031,0,0,0.8096,0.0143,0,0,0.0684,0,0,900000€
364032,0,0,,,0,0,,0,0,697500€
364034,0,1,0.7348,0.0176,0,0,0.1009,0,0,315000€
364036,0,0,,,0,0,,0,0,913500€
364044,0,0,,,0,0,,0,0,90000€
364045,0,0,0.8436,0.0287,0,0,0.1368,0,0,450000€
364047,0,1,,,0,0,,0,0,157500€
364050,0,1,,,0,0,,0,0,45000€
364055,0,1,0.8028,0.08800000000000001,0,0,0.1693,0,0,229500€
364056,0,0,,,0,0,,0,0,202500€
364058,0,1,0.9252,0.0938,0,0,0.1009,0,0,229500€
364060,0,1,,,0,1,,0,0,238500€
364061,0,1,,,0,1,,0,0,450000€
364063,0,0,,,0,0,,0,0,427500€
364064,0,0,0.7892,0.0064,0,0,0.0599,0,0,225000€
364066,0,0,,,0,0,,0,0,526500€
364073,0,1,0.8912,0.9277,0,0,0.4361,0,0,450000€
364075,0,1,,,0,0,,0,0,270000€
364076,0,1,0.7892,0.0587,0,0,0.077,0,0,1485000€
364077,0,0,,,1,0,,0,0,450000€
364078,0,0,,,1,0,,0,0,193500€
364087,0,0,,,0,0,,0,0,360000€
364100,0,0,0.8096,0.0424,0,0,0.1189,0,0,202500€
364101,0,0,,,0,0,,0,0,139500€
364104,0,0,,,0,0,,0,0,225000€
364115,0,1,0.6056,0.0151,0,0,0.0068,0,0,157500€
364118,0,0,,,0,0,,0,0,45000€
364121,0,1,,,0,0,,0,0,450000€
364123,0,0,0.8164,0.0223,0,0,0.0898,0,0,360000€
364134,0,0,0.966,0.0964,0,0,0.1975,0,0,450000€
364137,0,0,,,0,0,,0,0,598500€
364138,0,0,,,0,0,,0,0,274500€
364140,0,1,,,0,0,,0,0,247500€
364143,0,0,,,0,0,,0,0,454500€
364144,0,0,,,0,0,,0,0,148500€
364145,0,1,0.6872,0.0129,0,0,0.077,0,0,454500€
364150,0,1,,,1,0,,0,0,688500€
364161,0,0,,,0,1,,0,0,450000€
364162,0,0,,,0,1,,0,0,225000€
364164,0,0,,,0,0,,0,0,1327500€
364165,0,0,,,0,0,,0,0,360000€
364166,0,0,,,0,0,,0,0,135000€
364169,0,0,,,1,0,,0,0,454500€
364175,0,0,,,0,0,,0,0,540000€
364179,0,0,,,0,0,,0,0,315000€
364185,0,1,0.7756,0.0066,1,0,0.0479,0,0,450000€
364188,0,1,,,0,0,,0,0,900000€
364189,0,0,,,0,0,,0,0,630000€
364190,0,1,,,0,0,,0,0,369000€
364194,0,0,,,0,1,,0,0,373500€
364197,0,0,,,0,0,,0,0,468000€
364198,0,0,,,0,1,,0,0,1125000€
364200,0,0,,,0,0,,0,0,675000€
364203,0,0,,,0,0,,0,0,675000€
364205,0,1,,,0,0,,0,0,270000€
364207,0,1,,,0,0,,0,0,765000€
364208,0,0,,,1,0,,0,0,405000€
364210,0,0,,,0,0,,0,0,270000€
364216,0,0,,,1,0,,0,0,225000€
364217,0,0,,,0,1,,0,0,157500€
364218,0,1,,,0,0,,0,0,333000€
364219,0,0,,,0,0,,0,0,904500€
364225,0,0,0.3336,0.0059,0,0,0.0051,0,0,675000€
364226,0,1,0.8368,0.0184,0,0,0.0479,0,0,742500€
364227,0,0,,,0,0,,0,0,675000€
364233,0,0,,,1,0,,0,0,450000€
364237,0,0,,,0,0,,0,0,553500€
364238,0,0,,,1,0,,0,0,234000€
364239,0,0,,,0,0,,0,0,675000€
364243,0,0,,,0,0,,0,0,720000€
364244,0,0,0.7484,0.0252,0,0,0.0821,0,0,765000€
364245,0,0,,,0,0,,0,0,315000€
364253,0,0,,,0,0,,0,0,472500€
364257,0,0,,,1,0,,0,0,450000€
364259,0,0,,,0,0,,0,0,891000€
364261,0,1,,,0,0,,0,0,1125000€
364264,0,0,0.7348,0.0602,0,0,0.1214,0,0,238500€
364265,0,1,,,0,0,,0,0,225000€
364270,0,1,,,0,0,,0,0,652500€
364271,0,0,0.8436,0.0546,0,0,0.2565,0,0,675000€
364272,0,0,0.8436,0.0063,0,0,0.0616,0,0,225000€
364276,0,1,,,0,0,,0,0,1026000€
364277,0,0,,,0,0,,0,0,675000€
364280,0,1,,,0,0,,0,0,117000€
364285,0,0,,,0,0,,0,0,454500€
364294,0,0,0.7824,0.0405,1,0,0.0513,0,0,238500€
364295,0,1,,,0,0,,0,0,225000€
364297,0,1,,,0,0,,0,0,855000€
364301,0,0,,,0,0,,0,0,270000€
364302,0,0,,,0,0,,0,0,675000€
364303,0,0,0.4288,,0,0,0.053,0,0,270000€
364305,0,1,,,1,0,,0,0,135000€
364309,0,0,0.8504,0.0299,0,0,0.0864,0,0,450000€
364315,0,1,,,1,0,,0,0,225000€
364318,0,0,,,0,0,,0,0,450000€
364322,0,0,,,0,0,,0,0,1129500€
364323,0,0,,,1,0,,0,0,450000€
364325,0,0,0.7484,,0,0,,0,0,234000€
364327,0,0,0.762,0.0267,0,0,0.1112,0,0,918000€
364329,0,0,,,1,0,,0,0,913500€
364330,0,1,,,1,0,,0,0,270000€
364338,0,1,0.6124,0.0112,0,0,0.0068,0,0,454500€
364347,0,0,,,1,0,,0,0,135000€
364355,0,0,,,0,0,,0,0,531000€
364366,0,0,0.9796,0.0971,0,0,0.2617,0,0,1350000€
364369,0,0,0.9456,0.0731,0,1,0.1753,0,0,1125000€
364379,0,1,,,0,0,,0,0,454500€
364380,0,0,,,0,0,,0,0,135000€
364381,0,0,,,0,1,,0,0,238500€
364384,0,0,0.6396,0.0231,0,0,0.0513,0,0,144000€
364409,0,0,0.7824,0.0512,1,0,0.136,0,0,900000€
364416,0,0,,,0,0,,0,0,675000€
364419,0,0,,,0,0,,0,0,990000€
364420,0,1,,,1,0,,0,0,135000€
364422,0,1,,,0,0,,0,0,90000€
364423,0,1,,,0,0,,0,0,238500€
364425,0,0,,,0,0,,0,0,135000€
364427,0,0,,,0,1,,0,0,180000€
364431,0,0,,,0,0,,0,0,724500€
364433,0,0,,,1,0,,0,0,495000€
364434,0,0,0.7824,0.1962,0,0,0.1676,0,0,202500€
364435,0,0,,,0,0,,0,0,1930500€
364438,0,0,0.8504,0.1036,0,0,0.1526,0,0,900000€
364440,0,1,,,0,0,,0,0,900000€
364442,0,1,0.7959999999999999,0.017,0,0,0.0616,0,0,900000€
364447,0,0,,,0,0,,0,0,900000€
364450,0,1,,,0,1,,0,0,396000€
364460,0,0,,,0,0,,0,0,450000€
364463,0,0,,,0,1,,0,0,126000€
364465,0,0,,,0,0,,0,0,900000€
