SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
200845,0,0,,,0,0,,0,0,585000€
200850,0,1,,,0,0,,0,0,67500€
200852,0,0,,,0,1,,0,0,450000€
200855,0,0,,,0,0,,0,0,454500€
200860,0,0,,,0,0,,0,0,139500€
200861,0,0,,,0,0,,0,0,994500€
200865,0,0,,,0,0,,0,0,499500€
200866,0,0,,,0,0,,0,0,283500€
200871,0,0,0.728,0.0607,0,1,0.077,0,0,450000€
200879,0,1,,,1,0,,0,0,720000€
200882,0,0,,,1,0,,0,0,675000€
200886,0,0,0.9932,0.0,0,0,0.0316,0,0,157500€
200887,0,0,,,0,0,,0,0,675000€
200891,0,1,,,1,0,,0,0,454500€
200896,0,0,,,0,0,,0,0,900000€
200898,0,0,0.6464,0.0064,0,0,0.0547,0,0,1494000€
200902,0,0,0.9048,0.0498,0,0,0.1197,0,0,297000€
200906,0,0,,,0,0,,0,0,810000€
200909,0,1,0.7076,0.0129,0,0,0.0838,0,0,270000€
200911,0,0,,,0,0,,0,0,675000€
200919,0,0,,,1,0,,0,0,868500€
200924,0,0,0.7892,0.1021,1,1,0.1779,0,0,472500€
200929,0,0,,,0,0,,0,0,472500€
200932,0,0,,,0,0,,0,0,234000€
200934,0,0,,,0,0,,0,0,450000€
200935,0,0,0.6396,0.0042,0,0,0.041,0,0,270000€
200943,0,0,,,0,0,,0,0,774000€
200949,0,0,,,1,0,,0,0,270000€
200951,0,0,0.8504,,0,0,,0,0,675000€
200955,0,1,0.6872,0.0,0,0,0.0513,0,0,1129500€
200962,0,0,0.8028,0.0204,0,0,0.0923,0,0,1125000€
200963,0,0,,,0,0,,0,0,450000€
200966,0,0,,,0,0,,0,0,1138500€
200973,0,0,0.7008,0.0099,0,0,0.077,0,0,1350000€
200976,0,0,0.7484,0.0687,0,0,0.2326,0,0,477000€
200983,0,0,,,0,0,,0,0,468000€
200985,0,0,0.8912,0.0319,0,0,0.1488,0,0,1354500€
200987,0,1,0.7892,0.0586,0,0,0.1223,0,0,292500€
200993,0,0,0.7144,,0,0,,0,0,1215000€
200995,0,0,,,0,0,,0,0,270000€
200996,0,0,0.966,0.0618,0,0,0.1454,0,0,315000€
201004,0,0,,,0,0,,0,0,184500€
201005,0,1,,,0,0,,0,0,1350000€
201009,0,1,,,1,0,,0,0,450000€
201017,0,1,0.8164,0.0102,0,0,0.0616,0,0,540000€
201019,0,1,,,0,0,,0,0,225000€
201027,0,1,0.728,0.0476,0,0,0.183,0,0,225000€
201029,0,1,0.8504,0.0,1,0,0.065,0,0,207000€
201035,0,0,,,0,0,,0,0,553500€
201048,0,0,,,0,0,,0,0,621000€
201051,0,0,,,0,0,,0,0,373500€
201055,0,0,0.8844,0.1826,0,0,0.2052,0,0,900000€
201057,0,0,,,0,1,,0,0,495000€
201060,0,0,0.626,0.0,0,1,0.0068,0,0,1084500€
201063,0,0,,,0,0,,0,0,202500€
201066,0,1,,,1,0,,0,0,225000€
201067,0,0,0.6668,0.0362,0,0,0.0667,0,0,180000€
201068,0,0,,,0,0,,0,0,675000€
201073,0,0,0.728,0.0307,0,0,0.1642,0,0,1800000€
201080,0,0,,,0,0,,0,0,450000€
201085,0,1,,,0,0,,0,0,540211€
201087,0,1,,,0,0,,0,0,450000€
201090,0,1,0.7144,0.0071,0,0,0.059,0,0,495000€
201097,0,1,,,0,0,,0,0,459000€
201105,0,0,,,0,0,,0,0,238500€
201113,0,0,0.7076,0.0305,0,0,0.0599,0,0,553500€
201118,0,0,,,0,0,,0,0,337500€
201121,0,0,,,0,0,,0,0,558000€
201126,0,0,,,0,0,,0,0,193500€
201128,0,1,,,0,0,,0,0,643500€
201129,0,0,,,0,0,,0,0,675000€
201130,0,1,0.2724,,0,0,,0,0,1305000€
201131,0,0,,,0,1,,0,0,121500€
201133,0,0,,,0,0,,0,0,49500€
201139,0,1,0.762,0.0789,0,0,0.1086,0,0,517500€
201141,0,1,,,0,0,,0,0,540211€
201142,0,0,,,0,0,,0,0,225000€
201144,0,0,0.898,0.0214,0,0,0.0611,0,0,342000€
201145,0,0,0.9456,0.0389,0,0,0.0667,0,0,864000€
201149,0,0,0.7076,0.0522,0,0,0.0821,0,0,103500€
201151,0,0,0.7484,0.0408,0,0,0.2155,0,0,135000€
201155,0,1,0.7824,0.1077,0,0,0.2454,0,0,450000€
201157,0,1,,,0,0,,0,0,225000€
201161,0,0,0.7756,0.329,0,0,0.1847,0,0,450000€
201168,0,1,,,0,0,,0,0,1129500€
201172,0,1,0.7144,0.0081,0,0,0.0684,0,0,270000€
201174,0,0,0.9184,,0,0,0.0171,0,0,1372500€
201181,0,1,0.9456,,0,0,0.1744,0,0,675000€
201185,0,1,0.8164,0.009000000000000001,0,0,0.0274,0,0,675000€
201188,0,1,,,1,0,,0,0,220500€
201191,0,0,,,0,1,,0,0,454500€
201194,0,1,,,0,0,,0,0,315000€
201200,0,0,,,0,0,,0,0,450000€
201201,0,0,,,0,1,,0,0,58500€
201203,0,0,,,0,0,,0,0,202500€
201210,0,0,0.6328,0.0,0,0,0.0847,0,0,900000€
201226,0,1,0.6668,0.008,0,0,0.0684,0,0,112500€
201230,0,0,0.7212,0.0223,0,0,0.0513,0,0,180000€
201233,0,1,0.6668,0.0025,0,0,0.0137,0,0,463500€
201237,0,1,0.6736,0.0132,0,0,0.1167,0,0,270000€
201241,0,0,,,0,0,0.0026,0,0,247500€
201242,0,0,,,0,0,,0,0,360000€
201248,0,1,0.8844,0.0208,0,0,0.0684,0,0,675000€
201250,0,0,0.7416,0.0077,0,0,0.0479,0,0,675000€
201251,0,0,,,0,0,,0,0,495000€
201266,0,0,,,0,0,,0,0,225000€
201269,0,1,,,0,0,,0,0,1138500€
201276,0,0,,,0,0,,0,0,675000€
201279,0,0,0.7959999999999999,0.0493,0,0,0.165,0,0,135000€
201284,0,1,0.7959999999999999,0.493,0,0,0.2574,0,0,1282500€
201287,0,1,0.7008,0.133,0,0,0.3626,0,0,711000€
201291,0,0,0.6396,0.0067,0,0,0.0513,0,0,454500€
201292,0,1,0.7008,0.1727,0,0,0.4891,0,0,463500€
201297,0,0,0.7484,,0,0,0.0453,0,0,238500€
201302,0,0,,,0,0,,0,0,675000€
201304,0,0,,,0,0,,0,0,904500€
201305,0,1,,,0,0,,0,0,315000€
201306,0,0,,,0,0,,0,0,900000€
201308,0,0,,,0,0,,0,0,585000€
201310,0,1,0.7892,,0,0,,0,0,1341000€
201313,0,1,,,0,0,,0,0,369256€
201315,0,0,,,0,0,,0,0,247500€
201321,0,1,,,1,1,,0,0,900000€
201322,0,0,,,0,0,,0,0,450000€
201324,0,1,,,0,0,,0,0,193500€
201325,0,0,,,1,0,,0,0,495000€
201327,0,1,0.8164,0.0,0,0,0.2018,0,0,180000€
201330,0,1,,,1,0,,0,0,315000€
201336,0,0,,,0,1,,0,0,495000€
201344,0,1,0.7076,0.3405,0,0,0.2463,0,0,1215000€
201346,0,0,0.7824,0.0,0,0,0.2497,0,0,306000€
201348,0,0,0.8844,0.0546,0,0,0.0949,0,0,900000€
201358,0,1,,,0,0,,0,0,697500€
201361,0,1,0.7008,0.0,0,1,0.0479,0,0,643500€
201366,0,0,,,0,0,,0,0,256500€
201367,0,0,,,1,0,,0,0,562500€
201369,0,1,,,0,0,,0,0,1350000€
201370,0,0,0.5512,0.0059,0,0,0.0137,0,0,684000€
201371,0,1,,,0,0,,0,0,900000€
201377,0,0,,,0,1,,0,0,247500€
201382,0,1,,,0,0,,0,0,450000€
201384,0,0,0.8368,0.008,1,0,0.0338,0,0,787500€
201385,0,0,,,0,0,,0,0,135000€
201389,0,1,,,1,0,,0,0,67500€
201392,0,0,,,1,0,,0,0,778500€
201401,0,1,,,0,0,,0,0,202500€
201402,0,0,,,1,1,,0,0,180000€
201405,0,0,,,1,0,,0,0,1233000€
201407,0,0,0.6668,0.0114,0,0,0.1026,0,0,702000€
201419,0,1,,,0,0,,0,0,868500€
201420,0,0,,,0,0,,0,0,436500€
201421,0,0,,,0,0,,0,0,603000€
201423,0,0,0.7688,0.0516,0,0,0.1462,0,0,238500€
201429,0,1,,,0,0,,0,0,1575000€
201430,0,0,0.9796,0.0523,0,0,0.1223,0,0,720000€
201433,0,0,,,1,0,,0,0,765000€
201435,0,1,,,0,0,,0,0,67500€
201437,0,0,0.9932,0.0872,0,0,0.1693,0,0,1575000€
201438,0,0,,,0,0,,0,0,675000€
201441,0,1,0.9456,0.0063,0,0,0.1518,0,0,675000€
201457,0,1,,,0,0,,0,0,679500€
201459,0,0,0.898,0.0379,0,0,0.1633,0,0,900000€
201461,0,0,,,0,0,,0,0,135000€
201466,0,0,,,0,0,,0,0,1710000€
201469,0,0,,,0,0,,0,0,112500€
