SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
143241,0,1,,,1,1,,0,0,472500€
143250,0,0,0.6872,0.0,0,0,0.0513,0,0,904500€
143252,0,0,,,0,0,,0,0,450000€
143255,0,0,,,0,1,,0,0,409500€
143260,0,1,,,0,0,,0,0,270000€
143262,0,0,,,1,0,,0,0,675000€
143264,0,0,,,1,0,,0,0,900000€
143265,0,0,,,0,0,,0,0,936000€
143271,0,1,0.7484,0.054000000000000006,0,0,0.1231,0,0,526500€
143273,0,1,,,1,0,,0,0,1125000€
143282,0,0,0.6328,0.0063,0,0,0.0513,0,0,450000€
143289,0,0,0.6328,0.0116,0,0,,0,0,450000€
143290,0,0,,,0,0,,0,0,454500€
143291,0,1,,,0,0,,0,0,675000€
143293,0,0,,,0,0,,0,0,787500€
143299,0,0,,,0,1,,0,0,450000€
143300,0,0,0.7348,0.0396,0,0,0.1838,0,0,585000€
143306,0,0,,,1,0,,0,0,1125000€
143308,0,0,0.7008,0.009000000000000001,0,0,0.0838,0,0,1350000€
143309,0,0,,,0,0,,0,0,1575000€
143310,0,0,,,1,0,,0,0,1170000€
143312,0,0,,,1,0,,0,0,450000€
143313,0,1,,,0,0,,0,0,454500€
143327,0,1,,,0,0,,0,0,1125000€
143332,0,0,,,0,0,,0,0,450000€
143343,0,1,,,0,0,,0,0,180000€
143346,0,1,0.7552,0.0078,0,0,0.0599,0,0,112500€
143358,0,0,0.6056,0.0226,0,0,0.0667,0,0,913500€
143359,0,0,0.7688,0.0735,0,0,0.1984,0,0,225000€
143369,0,0,0.8504,,0,0,0.1026,0,0,225000€
143370,0,1,0.7076,0.0428,0,0,0.1813,0,0,450000€
143371,0,0,,,0,0,,0,0,135000€
143372,0,1,,,0,0,,0,0,360000€
143373,0,0,,,1,0,,0,0,247500€
143376,0,0,,,0,0,,0,0,180000€
143382,0,0,,,0,0,,0,0,279000€
143383,0,0,0.8232,0.064,0,0,0.2463,0,0,450000€
143394,0,0,,,0,0,,0,0,225000€
143395,0,0,0.8572,0.0787,0,0,0.0923,0,0,477000€
143397,0,0,,,0,0,,0,0,90000€
143401,0,0,,,0,0,,0,0,675000€
143404,0,0,,,0,0,,0,0,225000€
143406,0,0,0.6328,0.0019,0,0,0.0274,0,0,454500€
143407,0,0,,,0,0,,0,0,450000€
143411,0,1,,,0,0,,0,0,648000€
143412,0,0,,,0,0,,0,0,675000€
143413,0,0,0.7824,0.0024,0,0,0.0154,0,0,900000€
143423,0,0,,,1,0,,0,0,157500€
143428,0,1,,,0,0,,0,0,373500€
143430,0,0,,,0,0,,0,0,450000€
143432,0,1,0.4968,,0,0,0.0274,0,0,45000€
143436,0,1,,,0,0,,0,0,247500€
143437,0,1,,0.0294,0,0,,0,0,450000€
143439,0,0,,,0,0,,0,0,112500€
143441,0,0,,,0,0,,0,0,1080000€
143449,0,0,0.7756,0.0443,0,0,0.0855,0,0,1831500€
143456,0,0,0.7756,0.0364,1,0,0.0385,0,0,859500€
143460,0,1,0.7484,0.0833,0,0,0.46,0,0,778500€
143468,0,1,,,0,0,,0,0,724500€
143479,0,1,,,0,0,,0,0,135000€
143482,0,1,0.8164,0.8738,0,0,0.3942,0,0,675000€
143483,0,0,0.7756,0.0635,0,0,0.2215,0,0,675000€
143484,0,1,,,0,0,,0,0,742500€
143491,0,0,,,1,0,,0,0,135000€
143493,0,0,,,0,0,,0,0,225000€
143495,0,0,,,0,0,,0,0,567000€
143498,0,0,0.7756,0.0841,1,0,0.1847,0,0,270000€
143503,0,0,,,0,0,,0,0,225000€
143504,0,0,,,1,0,,0,0,630000€
143505,0,0,,,0,0,,0,0,481500€
143506,0,1,0.7348,0.0,0,0,0.0017,0,0,360000€
143507,0,0,0.8708,0.253,0,0,0.1509,0,0,1350000€
143513,0,0,0.626,0.0131,1,0,0.0137,0,0,1440000€
143515,0,1,0.6940000000000001,0.0,0,0,0.0428,0,0,1125000€
143518,0,0,,,1,1,,0,0,630000€
143519,0,0,0.9252,0.104,0,0,0.1984,0,0,450000€
143521,0,0,,,0,0,,0,0,90000€
143526,0,0,,,0,0,,0,0,450000€
143540,0,0,,,0,1,,0,0,225000€
143546,0,1,0.6056,0.0464,0,0,0.0154,0,0,297000€
143549,0,0,,,0,0,,0,0,202500€
143556,0,0,,,0,0,,0,0,1786500€
143557,0,0,,,1,0,,0,0,904500€
143559,0,0,,,0,0,,0,0,472500€
143561,0,0,,,0,0,,0,0,360000€
143562,0,0,,,0,0,,0,0,283500€
