SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
370859,0,1,,,0,0,,0,0,1125000€
370864,0,0,,,0,0,,0,0,225000€
370865,0,0,,,0,0,,0,0,495000€
370869,0,0,,,0,0,,0,0,675000€
370872,0,0,,,0,0,,0,0,454500€
370873,0,1,,,0,0,,0,0,270000€
370879,0,0,0.6464,0.0196,0,0,0.041,0,0,562500€
370889,0,1,0.8028,0.0593,0,0,0.2463,0,0,472500€
370891,0,1,0.8028,0.0314,0,0,0.1159,0,0,675000€
370894,0,0,0.9796,0.149,0,0,0.1317,0,0,2070000€
370899,0,0,,,0,0,,0,0,675000€
370901,0,0,,,0,0,,0,0,900000€
370906,0,0,,,0,0,,0,0,238500€
370907,0,1,,,0,0,,0,0,576000€
370916,0,0,,,0,0,,0,0,1125000€
370917,0,0,,,0,0,,0,0,270000€
370918,0,0,,,0,0,,0,0,1350000€
370919,0,1,,,1,0,,0,0,1575000€
370923,0,0,0.8232,0.0178,0,0,0.077,0,0,450000€
370924,0,0,0.8232,0.0076,0,0,0.0385,0,0,535500€
370925,0,0,0.6804,0.0107,0,0,0.0855,0,0,450000€
370927,0,0,,,0,0,,0,0,193500€
370929,0,0,,,0,1,,0,0,675000€
370933,0,0,0.9796,0.0,0,0,0.1283,0,0,580500€
370934,0,0,0.6940000000000001,0.0985,0,0,0.0599,0,0,450000€
370936,0,1,,,0,0,,0,0,922500€
370940,0,0,,,0,0,,0,0,675000€
370944,0,1,,,0,0,,0,0,270000€
370945,0,1,,,0,0,,0,0,270000€
370957,0,0,,,0,0,,0,0,427500€
370959,0,0,,,0,0,,0,0,675000€
370962,0,1,,,1,0,,0,0,135000€
370974,0,0,,,0,0,,0,0,1377000€
370975,0,0,,,0,0,,0,0,180000€
370982,0,0,0.626,0.0,1,0,0.0068,0,0,450000€
370983,0,0,,,0,0,,0,0,103500€
370985,0,1,,,1,1,,0,0,450000€
370988,0,0,0.6940000000000001,0.052000000000000005,0,0,0.0821,0,0,225000€
370992,0,0,,,0,1,,0,0,765000€
370994,0,0,0.8368,0.1227,0,0,0.1616,0,0,720000€
370995,0,0,,,0,0,,0,0,1035000€
371005,0,1,0.8436,0.1298,0,0,0.1556,0,0,900000€
371006,0,0,,,1,0,,0,0,112500€
371009,0,1,,,1,0,,0,0,180000€
371016,0,0,,,0,0,,0,0,1125000€
371018,0,1,0.7688,0.0289,0,0,0.0966,0,0,1476000€
371024,0,0,0.8232,0.0258,1,0,0.1043,0,0,454500€
371038,0,1,0.5852,0.0094,0,0,0.0197,0,0,171000€
371039,0,0,0.7959999999999999,0.0103,0,1,0.0513,0,0,1350000€
371042,0,0,,,0,0,,0,0,382500€
371044,0,0,0.7824,0.0285,0,0,0.0898,0,0,1800000€
371054,0,0,,,0,0,,0,0,180000€
371057,0,1,,,0,0,,0,0,450000€
371058,0,0,0.6736,0.0093,0,0,0.0684,0,0,99000€
371061,0,1,,,1,0,,0,0,675000€
371063,0,1,,,0,0,,0,0,900000€
371072,0,1,,,0,0,,0,0,1575000€
371076,0,1,,,0,0,,0,0,657000€
371077,0,0,,,1,0,,0,0,252000€
371078,0,0,,,0,0,,0,0,216000€
371082,0,0,,,1,0,,0,0,225000€
371089,0,1,0.6804,0.011,0,0,0.0821,0,0,495000€
371093,0,0,,,0,0,,0,0,315000€
371100,0,0,,,0,0,,0,0,157500€
371102,0,0,,,0,0,,0,0,225000€
371104,0,0,0.7348,0.013,0,0,0.0855,0,0,486000€
371107,0,0,,,0,0,,0,0,463500€
371109,0,0,,,0,0,,0,0,675000€
371110,0,0,,,0,0,,0,0,675000€
371111,0,0,,,0,0,,0,0,607500€
371112,0,0,,,0,0,,0,0,585000€
371117,0,0,,,0,0,,0,0,225000€
371121,0,0,0.83,,0,0,0.2369,0,0,675000€
371123,0,0,0.7959999999999999,0.038,0,0,0.0599,0,0,837000€
371129,0,0,,,0,0,,0,0,900000€
371130,0,0,,,0,0,,0,0,288000€
371133,0,1,0.6464,0.0,0,0,0.0265,0,0,225000€
371135,0,1,0.66,0.0,0,0,0.0693,0,0,400500€
371137,0,0,0.8912,,0,0,,0,0,652500€
371140,0,1,0.66,0.0,0,0,0.0547,0,0,913500€
371144,0,0,,,0,0,,0,0,675000€
371146,0,0,,,0,0,,0,0,270000€
371147,0,0,,,0,0,,0,0,270000€
371149,0,0,,,0,0,,0,0,463500€
371153,0,0,,,0,0,,0,0,675000€
371154,0,0,0.7824,0.0523,0,0,0.0752,0,0,688500€
371164,0,0,0.7892,0.1084,0,0,0.1026,0,0,1152000€
371166,0,1,,,0,0,,0,0,540000€
371167,0,0,0.7144,0.0041,0,0,0.1112,0,0,675000€
371183,0,1,0.6532,0.0074,0,0,0.0479,0,0,1057500€
371186,0,0,,,0,0,,0,0,688500€
371189,0,0,0.8368,0.1001,0,0,0.2788,0,0,292500€
371195,0,0,,,0,0,,0,0,679500€
371196,0,0,0.7756,0.0222,0,0,0.1095,0,0,891000€
371199,0,0,,,0,0,,0,0,315000€
371200,0,1,,,0,0,,0,0,157500€
371209,0,1,,,0,0,,0,0,450000€
371210,0,0,,,1,0,,0,0,1125000€
371212,0,0,0.7756,0.0884,0,0,0.342,0,0,157500€
371215,0,1,,,0,0,,0,0,450000€
371217,0,0,,,0,0,,0,0,702000€
371218,0,0,0.7824,0.0,0,0,0.1197,0,0,225000€
371219,0,0,,,0,0,,0,0,454500€
371220,0,1,,,0,0,,0,0,225000€
371221,0,0,,,0,0,,0,0,675000€
371224,0,0,,,0,0,,0,0,225000€
371226,0,0,,,1,0,,0,0,225000€
371230,0,1,,,0,0,,0,0,180000€
371231,0,0,0.7959999999999999,0.0228,0,0,0.0932,0,0,346500€
371234,0,0,,,1,0,,0,0,450000€
371235,0,0,,,0,1,,0,0,180000€
371236,0,0,0.626,0.0042,0,0,0.0419,0,0,720000€
371237,0,1,0.6940000000000001,0.0081,0,0,0.1112,0,0,225000€
371239,0,0,0.9796,0.0,0,0,0.0017,0,0,967500€
371240,0,1,,,0,0,,0,0,270000€
371245,0,0,,,1,0,,0,0,270000€
371247,0,0,,,1,0,,0,0,225000€
371249,0,0,,,1,0,,0,0,292500€
371250,0,0,,,0,0,,0,0,238500€
371257,0,1,0.7892,0.035,0,0,0.1531,0,0,270000€
