SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
172091,0,0,0.6940000000000001,0.0012,0,0,0.0137,0,0,270000€
172097,0,0,,,0,0,,0,0,567000€
172102,0,0,0.8164,0.0044,0,0,0.1163,0,0,225000€
172105,0,0,,,0,0,,0,0,454500€
172106,0,0,,,0,0,,0,0,220500€
172107,0,0,,,0,0,,0,0,454500€
172110,0,1,0.7212,0.0742,0,0,0.0757,0,0,387000€
172115,0,0,,,1,0,,0,0,135000€
172118,0,0,,,1,0,,0,0,585000€
172121,0,0,,,0,0,,0,0,405000€
172123,0,0,,,0,0,,0,0,900090€
172124,0,1,0.7212,0.0815,1,0,0.059,0,0,679500€
172125,0,0,0.6464,0.0,0,0,0.0547,0,0,315000€
172134,0,0,,,0,0,,0,0,225000€
172136,0,1,0.626,0.0022,0,0,0.0684,0,0,225000€
172137,0,0,,,1,0,,0,0,360000€
172138,0,1,,,1,0,,0,0,315000€
172140,0,0,0.8708,0.0169,0,0,0.0676,0,0,337500€
172141,0,1,0.7484,,0,0,0.1231,0,0,675000€
172142,0,0,,,0,0,,0,0,495000€
172143,0,1,,,0,0,,0,0,198000€
172145,0,1,,,0,0,,0,0,468000€
172146,0,0,,,0,0,,0,0,675000€
172152,0,0,,,0,0,,0,0,148500€
172154,0,0,,,0,0,,0,0,225000€
172156,0,1,,,0,0,,0,0,1125000€
172163,0,1,,,1,0,,0,0,450000€
172165,0,0,,,0,0,,0,0,135000€
172167,0,0,,,0,0,,0,0,270000€
172186,0,0,0.7416,0.0541,0,0,0.1231,0,0,531000€
172194,0,0,0.6736,0.0069,0,0,0.0547,0,0,238500€
172199,0,0,,,1,0,,0,0,225000€
172201,0,0,,,0,0,,0,0,490500€
172208,0,0,,,0,0,,0,0,238500€
172209,0,0,,,0,0,,0,0,180000€
172213,0,1,,,0,0,,0,0,450000€
172215,0,1,,,0,1,,0,0,225000€
