SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
182958,0,0,0.7552,0.1923,1,0,0.3275,0,0,675000€
182959,0,1,,,1,0,,0,0,454500€
182962,0,0,0.6464,0.0018,0,0,0.0137,0,0,360000€
182965,0,0,0.8504,0.113,0,0,0.1394,0,0,162000€
182970,0,0,,,0,0,,0,0,900000€
182971,0,0,,,0,0,,0,0,463500€
182973,0,1,,,0,0,,0,0,1305000€
182975,0,0,,,1,0,,0,0,1354500€
182978,0,0,0.83,0.0296,0,0,0.1368,0,0,1125000€
182984,0,0,0.8436,,0,0,0.1368,0,0,414000€
182986,0,0,,,1,0,,0,0,225000€
182999,0,0,,,1,1,,0,0,360000€
183001,0,0,0.7416,0.0125,1,0,0.0855,0,0,540000€
183007,0,0,0.66,0.0144,1,0,0.0274,0,0,180000€
183014,0,0,,,0,0,,0,0,1053000€
183015,0,1,0.6464,,1,0,,0,0,247500€
183021,0,1,,,1,0,,0,0,454500€
183028,0,0,0.7144,0.0138,1,0,0.0795,0,0,270000€
183032,0,0,0.7416,0.0979,0,0,0.1223,0,0,697500€
183033,0,1,,,0,0,,0,0,360000€
183039,0,0,,,1,0,,0,0,450000€
183040,0,1,,,1,0,,0,0,1350000€
183045,0,0,,,0,0,,0,0,270000€
183048,0,0,,,1,0,,0,0,225000€
183054,0,0,,,1,0,,0,0,211500€
183057,0,0,0.7824,0.0127,1,0,0.0966,0,0,180000€
183061,0,1,,,0,0,,0,0,405000€
183070,0,0,,,0,0,,0,0,1354500€
183071,0,1,0.7212,0.0862,0,0,0.0855,0,0,675000€
183074,0,0,0.9864,0.0247,0,0,0.0778,0,0,1350000€
183077,0,0,,,0,0,,0,0,679500€
183079,0,0,,,0,0,,0,0,1350000€
183080,0,0,,,0,0,,0,0,675000€
183083,0,1,,,0,0,,0,0,1350000€
183084,0,1,,,0,0,,0,0,774000€
183085,0,0,,,0,0,,0,0,180000€
