SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
324966,0,1,,,0,0,,0,0,1332000€
324967,0,1,,,0,0,,0,0,225000€
324968,0,0,,,0,0,,0,0,675000€
324984,0,0,0.8232,,0,0,0.0513,0,0,157500€
324985,0,0,0.7144,0.0036,0,0,0.0197,0,0,450000€
324989,0,0,,,0,1,,0,0,328500€
324998,0,0,0.6872,0.0244,0,0,0.0513,0,0,144000€
325003,0,0,,,1,0,,0,0,1206000€
325004,0,0,,,0,1,,0,0,234000€
325008,0,1,0.7348,0.0114,1,0,0.0838,0,0,189000€
325010,0,1,,,0,1,,0,0,450000€
325014,0,0,,,0,0,,0,0,135000€
325018,0,0,,,1,0,,0,0,675000€
325023,0,0,0.8096,0.107,0,0,0.1496,0,0,1350000€
325027,0,0,,,0,0,,0,0,675000€
325031,0,1,,,0,0,,0,0,450000€
325032,0,1,,,0,0,,0,0,112500€
325036,0,0,,,0,0,,0,0,270000€
325037,0,0,0.8096,0.0,0,0,0.0513,0,0,355500€
325040,0,1,0.83,0.0233,0,0,0.0898,0,0,630000€
325042,0,0,0.8028,0.0403,0,0,0.0684,0,0,225000€
325045,0,0,0.728,0.014,0,0,0.0962,0,0,247500€
325046,0,0,0.762,0.0452,0,0,0.0616,0,0,225000€
325049,0,0,,,0,0,,0,0,252000€
325051,0,0,0.7824,0.1279,0,0,0.4566,0,0,823500€
325053,0,0,,,0,0,,0,0,679500€
325055,0,0,0.7756,0.1649,0,0,0.2505,0,0,675000€
325059,0,0,0.9796,0.1221,0,0,0.2608,0,0,450000€
325064,0,0,0.66,0.0,0,0,0.0274,0,0,504000€
325068,0,0,0.8912,0.0254,0,0,0.0727,0,0,900000€
325069,0,1,,,1,0,,0,0,337500€
325073,0,0,,,1,0,,0,0,855000€
325078,0,1,,,1,0,,0,0,225000€
325079,0,0,,,0,0,,0,0,472500€
325080,0,1,,,0,0,,0,0,450000€
325083,0,0,0.6192,0.0098,0,0,0.0068,0,0,823500€
325087,0,0,,,1,0,,0,0,360000€
325088,0,0,0.8436,0.1938,0,0,,0,0,855000€
325089,0,0,,,0,0,,0,0,328500€
325091,0,1,,,0,0,,0,0,900000€
325100,0,0,,,0,0,,0,0,945000€
325101,0,0,,,0,0,,0,0,450000€
325104,0,1,,,0,0,,0,0,459000€
325108,0,1,0.9456,0.0776,0,0,0.3036,0,0,675000€
325110,0,1,,,0,0,,0,0,486000€
