SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
353027,0,0,,,0,0,,0,0,1575000€
353030,0,0,,,0,1,,0,0,225000€
353039,0,0,0.8164,0.0061,0,0,0.0616,0,0,292500€
353040,0,0,,,1,0,,0,0,675000€
353041,0,0,,,1,0,,0,0,454500€
353047,0,0,,,0,1,,0,0,180000€
353057,0,0,,,0,0,,0,0,1350000€
353059,0,0,,,1,0,,0,0,211500€
353060,0,0,,,0,0,,0,0,796500€
353065,0,0,,,0,0,,0,0,1350000€
353074,0,0,,,0,0,,0,0,270000€
353077,0,0,,,0,0,,0,0,1125000€
353081,0,0,0.8436,0.0417,0,0,0.0923,0,0,180000€
353087,0,0,0.7144,0.0096,0,0,0.059,0,0,477000€
353096,0,0,0.9728,0.1528,0,0,0.3147,0,0,135000€
353102,0,0,,,0,1,,0,0,450000€
353107,0,0,,,1,0,,0,0,360000€
353110,0,0,0.6940000000000001,0.0122,0,0,0.0752,0,0,202500€
353112,0,0,,,0,0,,0,0,225000€
353113,0,0,,,0,0,,0,0,468000€
353114,0,0,,,0,0,,0,0,450000€
353115,0,0,,,0,0,,0,0,450000€
353120,0,0,0.7416,,0,0,0.0941,0,0,360000€
353127,0,0,,,0,0,,0,0,184500€
353132,0,0,,,0,1,,0,0,540000€
353138,0,1,,,0,0,,0,0,702000€
353142,0,1,,,0,0,,0,0,301500€
353143,0,0,,,0,0,,0,0,499500€
353146,0,1,0.66,0.0057,0,0,0.0599,0,0,553500€
353150,0,0,,,0,0,,0,0,225000€
353151,0,0,0.8028,0.0128,0,1,0.0616,0,0,225000€
353152,0,0,,,1,0,,0,0,90000€
353154,0,1,0.7892,0.0478,1,1,0.0752,0,0,675000€
353158,0,0,,,0,0,,0,0,1345500€
353160,0,0,0.8844,0.0214,0,0,0.1154,0,0,162000€
353164,0,0,,,0,0,,0,0,675000€
353170,0,0,,,1,0,,0,0,702000€
353174,0,0,,,1,0,,0,0,270000€
353178,0,1,,,0,0,,0,0,67500€
353183,0,1,,,0,0,,0,0,1345500€
353186,0,1,,,0,0,,0,0,157500€
353190,0,0,,,0,0,,0,0,454500€
353191,0,1,0.7008,,0,0,,0,0,900000€
