SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
442084,0,1,,,0,0,,0,0,1125000€
442087,0,1,,,0,0,,0,0,517500€
442090,0,1,0.6668,0.0,0,0,0.0274,0,0,675000€
442098,0,0,,,0,0,,0,0,706500€
442102,0,1,,,0,0,,0,0,247500€
442105,0,0,,,1,0,,0,0,1075500€
442106,0,0,,,1,0,,0,0,724500€
442108,0,0,,,0,1,,0,0,283500€
442111,0,1,0.9592,0.0201,1,0,0.1069,0,0,675000€
442118,0,0,0.7824,0.018000000000000002,0,0,0.071,0,0,742500€
442120,0,0,0.7756,0.0,0,0,0.0,0,0,675000€
442126,0,0,,,0,0,,0,0,238500€
442130,0,1,0.7484,0.0598,0,0,0.3078,0,0,679500€
442136,0,0,,,0,0,,0,0,472500€
442137,0,0,,,1,0,,0,0,450000€
442140,0,0,,,0,1,,0,0,675000€
442143,0,0,0.9048,0.0418,0,0,0.065,0,0,450000€
442144,0,1,,,1,0,,0,0,454500€
442146,0,0,,,0,0,,0,0,1120500€
442147,0,0,,,0,0,,0,0,225000€
442152,0,1,,,0,0,,0,0,225000€
442154,0,0,0.5920000000000001,0.0505,0,0,0.1368,0,0,540000€
442155,0,0,0.7008,0.0127,0,0,0.077,0,0,225000€
442160,0,0,,,0,0,,0,0,202500€
442164,0,0,,,0,0,,0,0,247500€
442168,0,0,,,0,0,,0,0,945000€
442170,0,0,,,0,1,,0,0,279000€
442173,0,0,0.9728,0.0264,0,0,0.0205,0,0,238500€
442174,0,1,0.7076,0.0723,0,0,0.0958,0,0,1350000€
442175,0,1,,,0,0,,0,0,1543500€
442181,0,0,,,0,0,,0,0,135000€
442186,0,0,0.7892,0.0079,1,0,0.0513,0,0,1125000€
442189,0,1,,,0,0,,0,0,45000€
442192,0,1,,,0,1,,0,0,238500€
442197,0,0,,,1,0,,0,0,229500€
442198,0,0,,,0,0,,0,0,900000€
442202,0,0,,,1,0,,0,0,1152000€
442205,0,0,,,0,0,,0,0,306000€
442208,0,1,,,1,0,,0,0,585000€
442209,0,1,,,0,0,,0,0,679500€
442210,0,0,0.6124,0.016,0,0,0.0265,0,0,270000€
442211,0,0,,,1,0,,0,0,90000€
442214,0,1,,,0,0,,0,0,180000€
442216,0,0,,,1,0,,0,0,1003500€
442217,0,1,,,0,0,,0,0,900000€
442225,0,0,,,0,1,,0,0,225000€
442231,0,1,0.8164,0.0411,0,0,0.1838,0,0,450000€
442236,0,1,,,0,0,,0,0,157500€
442238,0,1,,,0,0,,0,0,108000€
442246,0,0,,,1,0,,0,0,508500€
442249,0,1,0.8368,0.0153,0,0,0.0616,0,0,180000€
442251,0,0,0.9864,,0,1,0.0333,0,0,180000€
442257,0,0,,,1,0,,0,0,553500€
442259,0,0,0.6872,0.0052,0,0,0.0983,0,0,1125000€
442260,0,0,,,0,0,,0,0,450000€
442265,0,0,,,0,0,,0,0,418500€
442267,0,0,,,1,0,,0,0,202500€
442271,0,1,,,1,0,,0,0,166500€
442273,0,0,,,0,0,,0,0,225000€
442275,0,1,,,0,0,,0,0,463500€
442276,0,0,,,0,0,,0,0,679500€
