SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
377797,0,0,,,0,0,,0,0,855000€
377808,0,0,,,0,0,,0,0,225000€
377810,0,1,0.8164,0.0214,0,0,0.1069,0,0,315000€
377811,0,0,,,1,0,,0,0,252000€
377815,0,0,,,0,1,,0,0,450000€
377816,0,0,,,0,0,,0,0,900000€
377820,0,1,,,0,1,,0,0,225000€
377823,0,0,,,0,0,,0,0,225000€
377827,0,0,0.7552,,0,1,0.0812,0,0,225000€
377828,0,0,1.0,0.0922,0,0,0.1471,0,0,477000€
377830,0,1,,,1,0,,0,0,454500€
377833,0,0,,,0,0,,0,0,270000€
377835,0,1,,,0,0,,0,0,967500€
377840,0,1,,,0,0,,0,0,229500€
377845,0,0,0.8368,0.004,0,0,0.0616,0,0,292500€
377851,0,0,,,0,0,,0,0,270000€
377856,0,1,0.7416,0.0106,0,0,0.077,0,0,1314000€
377860,0,1,,,0,0,,0,0,283500€
377861,0,0,,,0,0,,0,0,1777500€
377864,0,1,0.7212,,0,0,0.2634,0,0,1350000€
377865,0,0,,,0,0,,0,0,337500€
377867,0,0,,,0,0,,0,0,522000€
377872,0,1,0.8708,0.0086,0,0,0.0376,0,0,679500€
377873,0,0,0.7552,0.0302,0,0,0.1838,0,0,270000€
377881,0,1,,,0,0,,0,0,112500€
377882,0,0,,,0,0,,0,0,270000€
377891,0,0,,,1,0,,0,0,225000€
377896,0,0,0.83,0.0372,1,0,0.1796,0,0,585000€
377898,0,0,,,0,0,,0,0,1575000€
377899,0,0,,,0,0,,0,0,157500€
377902,0,0,0.5784,0.0,0,0,0.0214,0,0,225000€
377905,0,0,,,0,0,,0,0,450000€
377907,0,0,0.7076,0.0174,0,0,0.1035,0,0,225000€
377908,0,0,0.83,,1,0,0.0513,0,0,1080000€
377912,0,0,0.7416,0.0189,0,0,0.0556,0,0,450000€
377915,0,1,0.7416,0.0389,0,0,0.1736,0,0,1350000€
377916,0,0,0.7688,0.0288,0,0,0.0599,0,0,900000€
377918,0,0,0.7008,0.0129,0,0,0.1035,0,0,225000€
377919,0,0,0.8572,0.0133,0,0,0.0616,0,0,229500€
377921,0,1,,,0,0,,0,0,490500€
377924,0,0,,,0,0,,0,0,900000€
377925,0,0,,,0,0,,0,0,139500€
377926,0,0,,,0,0,,0,0,450000€
377935,0,1,0.8368,0.0398,0,0,0.0915,0,0,225000€
377937,0,0,0.7144,0.0117,1,0,0.0684,0,0,1125000€
377939,0,0,,,0,1,,0,0,225000€
377941,0,0,0.7076,0.1376,1,0,0.0855,0,0,247500€
377942,0,1,,,0,0,,0,0,270000€
377947,0,0,,,0,0,,0,0,450000€
377948,0,0,0.8436,0.0134,0,0,0.0684,0,0,868500€
377950,0,0,,,0,0,,0,0,405000€
377953,0,1,0.66,0.0,0,0,0.0599,0,0,679500€
377954,0,0,0.9524,0.0523,0,0,0.3309,0,0,2250000€
377957,0,0,,,0,1,,0,0,225000€
377958,0,0,0.9524,,0,0,0.254,0,0,463500€
377960,0,1,0.8368,0.1145,0,0,0.1625,0,0,450000€
377963,0,0,0.9252,0.0297,0,0,0.0958,0,0,270000€
377967,0,0,,,0,0,,0,0,477000€
377969,0,1,,,0,0,,0,0,1048500€
377972,0,1,,0.0062,0,0,0.0359,0,0,472500€
377973,0,0,,,0,0,,0,0,450000€
377976,0,1,0.9728,0.0021,0,0,0.0103,0,0,945000€
377978,0,1,,,1,0,,0,0,315000€
377983,0,0,0.7552,0.0384,1,0,0.1847,0,0,585000€
377985,0,0,,,0,0,,0,0,405000€
377991,0,0,,,0,0,,0,0,616500€
377997,0,0,,,0,0,,0,0,225000€
378000,0,0,,,0,0,,0,0,945000€
378002,0,1,0.9728,0.0873,0,0,0.1231,0,0,225000€
378003,0,0,,,1,0,,0,0,225000€
378007,0,1,0.6396,0.043,0,0,0.0308,0,0,324000€
378009,0,0,0.8232,0.043,0,0,0.0923,0,0,661500€
378010,0,1,0.7212,,0,0,,0,0,675000€
378013,0,0,,,0,0,,0,0,1125000€
378014,0,0,,,0,1,,0,0,126000€
378015,0,0,0.7756,0.0372,0,0,0.0308,0,0,495000€
378020,0,1,,,0,0,,0,0,454500€
378022,0,0,0.7144,0.0129,0,0,0.0513,0,0,315000€
378028,0,1,,,0,0,,0,0,810000€
378032,0,0,,,0,0,,0,0,706500€
378036,0,1,,,0,0,,0,0,225000€
378038,0,1,,,1,0,,0,0,675000€
378050,0,0,0.8708,,0,0,,0,0,405000€
378073,0,0,0.7212,0.0343,1,0,0.0599,0,0,265500€
378079,0,0,0.966,0.0487,0,0,0.0923,0,0,720000€
378080,0,0,,,1,1,,0,0,135000€
378081,0,1,0.6192,0.0487,0,0,0.0257,0,0,1647000€
378082,0,0,,,1,0,,0,0,675000€
378086,0,0,,,0,0,,0,0,382500€
378087,0,0,,,0,0,,0,0,1152000€
378088,0,1,,,0,0,,0,0,135000€
378093,0,1,,,0,0,,0,0,117000€
378094,0,0,,,1,1,,0,0,225000€
378101,0,0,,,0,0,,0,0,405000€
378131,0,0,,,0,0,,0,0,463500€
378133,0,0,,,0,0,,0,0,675000€
378134,0,1,,,0,0,,0,0,675000€
378137,0,1,,,0,0,,0,0,900000€
378151,0,0,0.7892,0.0397,1,0,0.0231,0,0,225000€
378152,0,0,,,0,0,,0,0,225000€
378154,0,1,,,0,0,,0,0,900000€
378156,0,0,,,0,0,,0,0,450000€
378157,0,0,0.8232,0.0142,0,0,0.059,0,0,540000€
