SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
246672,0,0,0.8368,0.1382,0,0,0.2138,0,0,360000€
246674,0,1,0.7824,0.0523,0,0,0.2035,0,0,382500€
246677,0,0,0.6940000000000001,0.0097,0,0,0.0684,0,0,252000€
246682,0,0,,,0,0,,0,0,675000€
246683,0,1,0.7212,,0,0,,0,0,427500€
246686,0,0,,,0,1,,0,0,180000€
246693,0,1,0.8232,0.0617,1,0,0.2086,0,0,454500€
246694,0,1,,,1,0,,0,0,675000€
246697,0,0,,,0,0,,0,0,360000€
246698,0,0,0.8164,0.0096,0,0,0.0539,0,0,900000€
246702,0,0,0.6464,,0,0,,0,0,162000€
246704,0,0,,,1,1,,0,0,495000€
246706,0,0,,,0,1,,0,0,225000€
246710,0,1,0.7824,,0,0,,0,0,778500€
246714,0,0,0.83,,1,1,0.1026,0,0,1125000€
246722,0,0,,,0,0,,0,0,270000€
246728,0,1,0.7076,0.0603,0,0,0.3053,0,0,450000€
246729,0,0,,,0,0,,0,0,675000€
246730,0,0,,,0,0,,0,0,463500€
246731,0,0,,,1,0,,0,0,1080000€
246734,0,0,,,0,0,,0,0,225000€
246737,0,0,,,0,0,,0,0,679500€
246743,0,0,,,0,0,,0,0,454500€
246747,0,1,,,0,0,,0,0,454500€
246749,0,0,,,0,1,,0,0,405000€
246761,0,0,,,0,1,,0,0,238500€
246767,0,0,0.6464,0.0087,0,0,0.0855,0,0,270000€
246771,0,0,,,0,0,,0,0,90000€
246772,0,1,0.8028,0.0018,0,0,0.0197,0,0,67500€
246774,0,0,0.8368,,1,0,,0,0,652500€
246787,0,0,,,0,0,,0,0,558000€
246788,0,0,0.7552,0.0379,0,0,0.0154,0,0,693000€
246790,0,0,0.6940000000000001,0.0805,0,0,0.1026,0,0,679500€
246799,0,0,0.6940000000000001,0.0,0,0,0.0727,0,0,225000€
246802,0,0,,,0,0,,0,0,225000€
246804,0,0,,,0,1,,0,0,180000€
246813,0,1,0.66,0.0031,0,1,0.0282,0,0,1260000€
246814,0,0,0.5444,0.0,0,0,0.059,0,0,679500€
246822,0,0,,,1,0,,0,0,333000€
246825,0,0,,,0,0,,0,0,117000€
246827,0,1,,,0,0,,0,0,454500€
246828,0,0,0.6396,0.0094,0,0,0.0637,0,0,90000€
246831,0,0,,,0,0,0.3053,0,0,450000€
246832,0,0,,,0,0,,0,0,238500€
246838,0,0,,,0,0,,0,0,360000€
246843,0,0,0.7484,0.0241,0,0,0.1924,0,0,400500€
246846,0,0,,,0,0,,0,0,517500€
246848,0,1,,,0,0,,0,0,225000€
246852,0,0,0.7756,0.035,0,0,0.0342,0,0,238500€
246860,0,0,,,0,0,,0,0,679500€
246862,0,1,0.7959999999999999,0.0036,0,0,0.0205,0,0,450000€
246863,0,0,,,1,0,,0,0,450000€
246865,0,0,,,0,1,,0,0,45000€
246868,0,1,,,1,0,,0,0,765000€
246876,0,0,,,1,0,,0,0,247500€
246881,0,1,,,0,0,,0,0,450000€
246884,0,1,0.8368,0.0103,0,0,0.0684,0,0,585000€
246885,0,0,,,0,0,,0,0,495000€
246887,0,0,,,0,0,,0,0,229500€
246889,0,0,,,0,0,,0,0,540000€
246892,0,1,0.8436,0.1027,0,0,0.2779,0,0,112500€
246897,0,1,0.5920000000000001,0.0012,0,0,0.0086,0,0,454500€
246899,0,1,0.8164,0.0,0,0,0.1612,0,0,225000€
246903,0,0,,,0,0,,0,0,675000€
246912,0,1,,,1,0,,0,0,675000€
246913,0,0,,,1,0,,0,0,900000€
246921,0,0,,,0,0,,0,0,675000€
246922,0,0,,,1,0,,0,0,351000€
246924,0,1,,,1,0,,0,0,900000€
246925,0,0,0.7688,0.0,0,0,0.077,0,0,229500€
246926,0,1,,,0,0,,0,0,1867500€
246927,0,0,,,0,0,,0,0,675000€
246942,0,0,,,1,0,,0,0,157500€
246969,0,0,,,0,0,,0,0,450000€
246970,0,0,,,1,0,,0,0,112500€
246973,0,0,,,0,0,,0,0,270000€
246975,0,0,0.9864,0.0805,0,0,0.2907,0,0,202500€
246985,0,0,,,0,0,,0,0,675000€
246986,0,1,,,0,0,,0,0,675000€
246987,0,0,,,0,1,,0,0,1066500€
246989,0,0,,,0,0,,0,0,279000€
246992,0,1,0.6940000000000001,0.0088,0,0,0.0504,0,0,450000€
246995,0,0,0.6804,0.0125,0,0,0.0821,0,0,76500€
246997,0,0,,,0,0,,0,0,540000€
247000,0,0,0.6328,0.0103,0,0,0.0684,0,0,720000€
247004,0,1,,,1,0,,0,0,1350000€
247007,0,1,0.9456,0.0214,1,0,0.0735,0,0,1350000€
247009,0,0,0.762,0.0279,0,0,0.0941,0,0,1800000€
247010,0,1,,,0,0,,0,0,855000€
247015,0,0,,,0,1,,0,0,450000€
247017,0,0,0.6668,0.0065,0,0,0.0513,0,0,688500€
247022,0,0,,,0,0,,0,0,463500€
247031,0,1,0.8028,0.0523,0,0,0.1308,0,0,967500€
247033,0,0,,,0,0,,0,0,850500€
247035,0,1,,,0,0,,0,0,225000€
247038,0,0,0.8164,0.0136,0,0,0.0641,0,0,688500€
247040,0,1,,,0,0,,0,0,328500€
247042,0,0,0.762,0.1044,0,0,0.3908,0,0,202500€
247044,0,0,,,1,0,,0,0,900000€
247045,0,1,,,0,0,,0,0,1125000€
247046,0,0,,,0,0,,0,0,202500€
247050,0,0,0.7756,0.0082,0,0,0.0513,0,0,450000€
247053,0,0,0.7008,0.0173,0,0,0.1231,0,0,135000€
247055,0,0,0.8776,0.0,0,0,0.0676,0,0,202500€
247058,0,0,,,1,0,,0,0,135000€
247059,0,1,,,0,0,,0,0,945000€
247066,0,0,,,0,0,,0,0,450000€
247068,0,0,,,0,1,,0,0,675000€
247072,0,1,,,0,0,,0,0,1237500€
247073,0,0,0.9592,0.0074,0,0,0.0342,0,0,450000€
247074,0,0,,,0,0,,0,0,252000€
247075,0,1,,,0,0,,0,0,135000€
247076,0,1,,,0,0,,0,0,675000€
247077,0,1,,,1,0,,0,0,225000€
247084,0,1,0.8028,,0,0,0.183,0,0,1350000€
247085,0,0,0.8028,0.077,0,0,0.0919,0,0,238500€
247089,0,0,0.6328,0.0031,1,0,0.0308,0,0,450000€
247094,0,0,,,1,0,,0,0,225000€
247097,0,0,0.7008,0.1076,0,0,0.2035,0,0,405000€
247100,0,0,,,0,0,,0,0,180000€
247101,0,0,0.5988,0.0315,0,0,0.1317,0,0,450000€
247102,0,0,0.7756,0.049,0,0,0.0607,0,0,945000€
247109,0,1,0.6328,0.0181,0,0,0.0308,0,0,148500€
247111,0,0,,,0,0,,0,0,193500€
247114,0,0,0.7212,0.0778,0,0,0.0513,0,0,121500€
247119,0,0,0.8504,0.0178,0,0,0.0684,0,0,184500€
247124,0,0,,,0,1,,0,0,157500€
247126,0,0,0.8504,0.07,0,0,0.1231,0,0,1557000€
247130,0,0,,,0,0,,0,0,1147500€
247140,0,0,,,1,0,,0,0,679500€
247144,0,1,,,1,0,,0,0,225000€
247145,0,0,0.66,0.0244,0,0,0.0487,0,0,256500€
247149,0,1,,,0,0,,0,0,67500€
247152,0,1,,,0,0,,0,0,225000€
247154,0,0,,,0,1,,0,0,225000€
247155,0,0,,,0,0,,0,0,900000€
247158,0,0,,,1,0,,0,0,135000€
247160,0,0,,,1,0,,0,0,679500€
247161,0,0,,,0,0,,0,0,270000€
247165,0,0,,,0,0,,0,0,675000€
247173,0,0,0.6872,,1,0,0.0744,0,0,180000€
247189,0,0,,,0,0,,0,0,112500€
247192,0,1,0.6804,0.0113,0,0,,0,1,2025000€
247194,0,0,,,0,0,,0,0,454500€
247201,0,0,,,0,0,,0,0,477000€
247210,0,0,,,1,0,,0,0,225000€
247214,0,0,0.9864,0.0225,0,0,0.0684,0,0,688500€
247216,0,0,,,0,0,,0,0,1575000€
247222,0,0,,,0,0,,0,0,283500€
247223,0,1,,,0,0,,0,0,900000€
247225,0,0,,,1,0,,0,0,495000€
247226,0,0,0.9524,0.0516,0,0,0.1026,0,0,450000€
247227,0,1,0.7688,0.0187,0,0,,0,0,900000€
247229,0,0,0.6328,0.0198,0,0,0.0325,0,0,382500€
247231,0,0,0.8164,0.0275,0,0,0.0735,0,0,450000€
247233,0,1,,,0,0,,0,0,1800000€
247235,0,1,,,0,0,,0,0,238500€
247236,0,0,,,1,0,,0,0,315000€
247247,0,0,0.7484,0.0504,0,0,0.1693,0,0,202500€
247249,0,0,,,0,0,,0,0,720000€
247250,0,0,,,0,1,,0,0,180000€
247251,0,0,0.7212,0.0,1,0,0.0,0,0,855000€
247252,0,0,0.7416,0.0079,0,0,0.0479,0,0,697500€
247257,0,0,0.7892,0.0556,0,0,0.1984,0,0,211500€
247259,0,0,,,1,1,,0,0,454500€
247262,0,0,,,0,0,,0,0,135000€
247264,0,0,,,0,0,,0,0,270000€
247268,0,0,,,1,1,,0,0,180000€
247271,0,0,0.7348,0.0086,0,0,0.0599,0,0,99000€
247273,0,0,,,0,0,,0,0,225000€
247274,0,0,0.6804,0.0228,0,0,0.0633,0,0,270000€
247276,0,1,,,0,0,,0,0,675000€
247282,0,0,0.8640000000000001,,1,0,0.0923,0,0,450000€
247283,0,0,0.8368,0.004,1,0,0.0248,0,0,454500€
247285,0,0,,,1,0,,0,0,1125000€
247286,0,1,,,0,0,,0,0,306000€
247289,0,0,,,1,0,,0,0,238500€
