SK_ID_CURR,FLAG_DOCUMENT_21,FLAG_PHONE,YEARS_BUILD_AVG,COMMONAREA_AVG,LIVE_CITY_NOT_WORK_CITY,REG_CITY_NOT_LIVE_CITY,LIVINGAPARTMENTS_MEDI,FLAG_DOCUMENT_10,FLAG_DOCUMENT_17,AMT_GOODS_PRICE
406361,0,0,0.7212,0.1011,0,1,0.0684,0,0,225000€
406366,0,1,,,0,0,,0,0,675000€
406367,0,1,,,0,0,,0,0,675000€
406372,0,0,,,0,0,,0,0,495000€
406373,0,0,,,0,0,,0,0,148500€
406380,0,0,,,1,0,,0,0,450000€
406385,0,0,,,1,0,,0,0,540000€
406388,0,0,,,0,0,,0,0,787500€
406389,0,0,,,0,0,,0,0,450000€
406392,0,0,0.0684,0.0063,0,0,0.0239,0,0,135000€
406393,0,0,,,0,0,,0,0,688500€
406394,0,0,,,0,0,,0,0,220500€
406395,0,0,,,0,0,,0,0,225000€
406399,0,0,,,0,1,,0,0,459000€
406400,0,0,,,0,0,,0,0,135000€
406405,0,0,0.8164,0.091,0,0,0.1214,0,0,126000€
406414,0,0,,,0,0,,0,0,450000€
406417,0,0,,,0,0,,0,0,135000€
406418,0,0,,,0,0,,0,0,1665000€
406423,0,0,,,1,0,,0,0,90000€
406427,0,1,,,1,0,,0,0,643500€
406428,0,1,,,0,0,,0,0,225000€
406432,0,1,0.728,,0,0,0.413,0,0,495000€
406434,0,1,,,1,0,,0,0,450000€
406435,0,0,,,0,0,,0,0,270000€
406444,0,0,0.7076,0.0,0,0,0.2454,0,0,675000€
406446,0,0,0.4492,0.0062,0,0,0.0274,0,0,247500€
406447,0,0,0.8164,0.0175,0,0,0.0616,0,0,288000€
406454,0,0,0.8096,0.009000000000000001,0,0,0.1214,0,0,468000€
406456,0,0,,,0,0,,0,0,900000€
406457,0,0,0.83,0.0434,0,0,0.0616,0,0,1125000€
406459,0,0,,,1,0,,0,0,675000€
406464,0,0,0.8164,0.0109,0,0,0.0684,0,0,135000€
406471,0,1,,,0,1,,0,0,1350000€
406478,0,0,0.7688,0.0458,0,0,0.041,0,0,450000€
406479,0,0,0.8096,0.0,1,0,0.0239,0,0,270000€
406483,0,0,,,0,0,,0,0,585000€
406484,0,1,,,0,0,,0,0,405000€
406485,0,1,,,0,0,,0,0,225000€
406487,0,0,,,0,0,,0,0,270000€
406494,0,0,0.9048,0.028,0,0,0.0599,0,0,454500€
406500,0,0,,,1,0,,0,0,832500€
406502,0,1,0.7076,,0,1,0.1163,0,0,1260000€
406503,0,1,0.5920000000000001,0.0282,0,0,0.0804,0,0,540000€
406514,0,0,,,0,1,,0,0,450000€
406521,0,0,0.9728,0.215,0,0,0.2736,0,0,990000€
406522,0,0,0.728,,0,0,0.124,0,0,540000€
406523,0,0,,,0,0,,0,0,472500€
406525,0,1,0.6736,,0,0,0.0385,0,0,558000€
406529,0,0,0.6192,0.0088,0,0,0.0274,0,0,247500€
406530,0,0,,,0,0,,0,0,202500€
